,name,phone,latitude,longitude,addtional_info,type,address,url
7,Jewel-Osco,+17737319086,41.7203373,-87.582839,Yelp Rating: 2.5 Reviews: 12,food,1655 E 95th St,https://www.yelp.com/biz/jewel-osco-chicago-32?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
0,Anointed Health Partners,+17737682535,41.72645,-87.57038,Yelp Rating: 4.5 Reviews: 2,health,2200 E 93rd St,https://www.yelp.com/biz/anointed-health-partners-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
1,Advocate Trinity Hospital,+17739672000,41.726743,-87.567281,Yelp Rating: 2.5 Reviews: 22,health,2320 E 93rd St,https://www.yelp.com/biz/advocate-trinity-hospital-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
2,Advocate Trinity Hospital Out Patient Lab,+17739338626,41.7259864807129,-87.5675888061523,Yelp Rating: 5.0 Reviews: 2,health,2301 E 93rd St,https://www.yelp.com/biz/advocate-trinity-hospital-out-patient-lab-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3,"Nelcar M Gadrinab, MD FACS",+17737685770,41.726055,-87.567114,Yelp Rating: 5.0 Reviews: 1,health,2315 E 93rd St,https://www.yelp.com/biz/nelcar-m-gadrinab-md-facs-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4,Rhim Chang DDS,+17737682627,41.7260795,-87.5675751,Yelp Rating: 5.0 Reviews: 1,health,2315 E 93rd St,https://www.yelp.com/biz/rhim-chang-dds-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
5,Biomat USA,+17733742449,41.7224091,-87.5711662,Yelp Rating: 3.0 Reviews: 2,health,2159 E 95th St,https://www.yelp.com/biz/biomat-usa-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
6,"Zahtz Merrill, MD",+17737687700,41.7225209623575,-87.5695216655731,Yelp Rating: 1.0 Reviews: 1,health,2231 E 95th St,https://www.yelp.com/biz/zahtz-merrill-md-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
8,Capri Therapeutic Touch,+17732367619,41.7214508056641,-87.5796127319336,Yelp Rating: 1.0 Reviews: 1,health,9510 S Constance St,https://www.yelp.com/biz/capri-therapeutic-touch-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
9,America's Best Contacts & Eyeglasses,+17733644938,41.7223869068393,-87.5810962711639,Yelp Rating: 4.0 Reviews: 5,health,1753 E 95th St,https://www.yelp.com/biz/americas-best-contacts-and-eyeglasses-chicago-13?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
1,Bell Livery Cab,+17732210500,41.737827,-87.5536844,Yelp Rating: 1.0 Reviews: 1,transport,2900 E 87th St,https://www.yelp.com/biz/bell-livery-cab-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
0,KFC,+17734203590,41.7436,-87.6145,Yelp Rating: 1.5 Reviews: 7,restaurants,8307 S. King Drive,https://www.yelp.com/biz/kfc-chicago-28?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
1,Red Snapper Fish Chicken and Grill,+17736517100,41.744046,-87.614457,Yelp Rating: 2.0 Reviews: 17,restaurants,400 E 83rd St,https://www.yelp.com/biz/red-snapper-fish-chicken-and-grill-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
2,Fisherman's Island,+17738737777,41.73679,-87.61271,Yelp Rating: 4.0 Reviews: 19,restaurants,432 E 87th St,https://www.yelp.com/biz/fishermans-island-chicago-4?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3,Mather's More Than a Cafe,+17734882801,41.7435351,-87.623015,Yelp Rating: 3.5 Reviews: 11,restaurants,33 E 83rd St,https://www.yelp.com/biz/mathers-more-than-a-cafe-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4,Burger King,+17734889844,41.7367266408913,-87.6232067769182,Yelp Rating: 2.5 Reviews: 14,restaurants,28 E 87th St,https://www.yelp.com/biz/burger-king-chicago-29?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
5,McDonald's,+17737834595,41.7360996767582,-87.6229526102542,Yelp Rating: 1.5 Reviews: 15,restaurants,29 E 87th St,https://www.yelp.com/biz/mcdonalds-chicago-94?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
6,Subway,+17737237700,41.74338,-87.624,Yelp Rating: 1.5 Reviews: 3,restaurants,1 E 83rd St,https://www.yelp.com/biz/subway-chicago-163?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
7,Kam's Chop Suey,+17739948807,41.743374,-87.623971,Yelp Rating: 3.5 Reviews: 10,restaurants,7 E 83rd St,https://www.yelp.com/biz/kams-chop-suey-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
8,New China Express,+17734883838,41.7368464697199,-87.606216,Yelp Rating: 3.0 Reviews: 10,restaurants,720 E 87th St,https://www.yelp.com/biz/new-china-express-chicago-3?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
9,Subway,+17739948338,41.736908,-87.6059847,Yelp Rating: 5.0 Reviews: 1,restaurants,726 E 87th St,https://www.yelp.com/biz/subway-chicago-232?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
10,St Rest No 2 Country Kitchen,+17739620700,41.736539,-87.60615,Yelp Rating: 4.0 Reviews: 27,restaurants,727 E 87th St,https://www.yelp.com/biz/st-rest-no-2-country-kitchen-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
11,Captain Hooks Fish & Chicken,+17734834600,41.7391634228601,-87.6050250604749,Yelp Rating: 3.0 Reviews: 33,restaurants,8554 S Cottage Grove Ave,https://www.yelp.com/biz/captain-hooks-fish-and-chicken-chicago-7?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
1,Midway Wholesalers,+17738748000,41.7412711,-87.6260132,Yelp Rating: 5.0 Reviews: 1,food,41 W 84th St,https://www.yelp.com/biz/midway-wholesalers-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4,Kudus Health Foods,+17739941754,41.7397599,-87.60451,Yelp Rating: 5.0 Reviews: 5,food,8515 S Cottage Grove Ave,https://www.yelp.com/biz/kudus-health-foods-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
6,Dunkin' Donuts,+17738465891,41.7363303154707,-87.6269363611937,Yelp Rating: 2.0 Reviews: 6,food,120 W 87th St,https://www.yelp.com/biz/dunkin-donuts-chicago-207?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
8,Dat Donut,+17737231002,41.744345,-87.604631,Yelp Rating: 4.5 Reviews: 228,food,8249 S Cottage Grove Ave,https://www.yelp.com/biz/dat-donut-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
9,Food 4 Less,+17733584180,41.7374308439952,-87.6283768348961,Yelp Rating: 3.0 Reviews: 16,food,112 W 87th St,https://www.yelp.com/biz/food-4-less-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
10,Jewel-Osco,+17734878700,41.7351912,-87.6277068,Yelp Rating: 2.5 Reviews: 12,food,101 W 87th St,https://www.yelp.com/biz/jewel-osco-chicago-8?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
11,Starbucks,+17736517623,41.736471,-87.628765,Yelp Rating: 2.5 Reviews: 44,food,160 W. 87th Street,https://www.yelp.com/biz/starbucks-chicago-84?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
0,Barnes Walton Dental Associates,+17738737000,41.74429,-87.61436,Yelp Rating: 4.0 Reviews: 4,health,8245 S Martin Luther King Dr,https://www.yelp.com/biz/barnes-walton-dental-associates-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
1,"Antoinette M. Pettitt, DDS",+17739944433,41.736271,-87.612261,Yelp Rating: 5.0 Reviews: 1,health,457 E 87th St,https://www.yelp.com/biz/antoinette-m-pettitt-dds-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
2,Mercy Hospital & Medical Center,+17739942300,41.7384313,-87.6240128,Yelp Rating: 1.0 Reviews: 1,health,8541 S State St,https://www.yelp.com/biz/mercy-hospital-and-medical-center-chicago-7?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3,Sarma Vijaya,+17734882595,41.7384313,-87.6240128,Yelp Rating: 3.0 Reviews: 1,health,8541 S State St,https://www.yelp.com/biz/sarma-vijaya-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4,Destiny Dental,+17737839000,41.7367708,-87.6066277,Yelp Rating: 1.5 Reviews: 13,health,712 E 87th St,https://www.yelp.com/biz/destiny-dental-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
6,"Swielang Tan,MD",+17736516490,41.740032,-87.604515,Yelp Rating: 2.0 Reviews: 1,health,8501 S Cottage Grove Ave,https://www.yelp.com/biz/swielang-tan-md-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
7,Chaffin Edith MD,+17734873017,41.74137,-87.60456,Yelp Rating: 1.0 Reviews: 1,health,8425 S Cottage Grove Ave,https://www.yelp.com/biz/chaffin-edith-md-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
8,Avalon Foot Clinic,+17737837599,41.7383499,-87.60448,Yelp Rating: 1.0 Reviews: 1,health,8601 S Cottage Grove Ave,https://www.yelp.com/biz/avalon-foot-clinic-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
0,Red Snapper,+17734364000,41.772079,-87.693591,Yelp Rating: 3.0 Reviews: 2,restaurants,2800 W Marquette Rd,https://www.yelp.com/biz/red-snapper-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
1,La Fogata,+17737379054,41.7733838286138,-87.7031607180834,Yelp Rating: 4.5 Reviews: 4,restaurants,6600 Kedzie Ave,https://www.yelp.com/biz/la-fogata-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
2,Little Dennis,+17737769571,41.7784704965799,-87.6985939991928,Yelp Rating: 4.5 Reviews: 3,restaurants,3007 W 63rd St,https://www.yelp.com/biz/little-dennis-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3,Papa T's,+17734362100,41.778954,-87.6953209,Yelp Rating: 1.5 Reviews: 52,restaurants,2843 W 63rd St,https://www.yelp.com/biz/papa-ts-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4,Little Caesars Pizza,+17734344625,41.7793599,-87.6962,Yelp Rating: 1.0 Reviews: 1,restaurants,2906-08 W. 63Rd St,https://www.yelp.com/biz/little-caesars-pizza-chicago-11?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
5,El Gallo de Oro,+17737378101,41.77934,-87.69788,Yelp Rating: 4.0 Reviews: 11,restaurants,2952 W 63rd St,https://www.yelp.com/biz/el-gallo-de-oro-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
6,Onesti Pizza,+17734710220,41.7642822265625,-87.692756652832,Yelp Rating: 2.5 Reviews: 10,restaurants,2755 W 71st St,https://www.yelp.com/biz/onesti-pizza-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
7,Burger King,+17734767933,41.7757381,-87.7054936,Yelp Rating: 2.0 Reviews: 11,restaurants,6448 S Kedzie Ave,https://www.yelp.com/biz/burger-king-chicago-22?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
8,Granny-B's,+17739254491,41.76485,-87.68952,Yelp Rating: 4.0 Reviews: 11,restaurants,2632 W 71st St,https://www.yelp.com/biz/granny-bs-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
9,Tacos Villa,+17737375385,41.778882,-87.702235,Yelp Rating: 4.5 Reviews: 21,restaurants,3139 W 63rd St,https://www.yelp.com/biz/tacos-villa-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
10,Subway,+17734344000,41.7788227,-87.7035722,Yelp Rating: 2.5 Reviews: 2,restaurants,3205 W 63rd St,https://www.yelp.com/biz/subway-chicago-52?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
11,Ray's Island Grill,+17734341010,41.779201,-87.7024856,Yelp Rating: 4.0 Reviews: 9,restaurants,3146 W 63rd St,https://www.yelp.com/biz/rays-island-grill-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
0,Ogie's Foods,+17734345237,41.7683733,-87.6884964,Yelp Rating: 2.0 Reviews: 1,food,2600 W Lithuanian Plaza Ct,https://www.yelp.com/biz/ogies-foods-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
1,Dunkin' Donuts,+17734366400,41.77508,-87.703321,Yelp Rating: 3.0 Reviews: 5,food,6500 S Kedzie Ave,https://www.yelp.com/biz/dunkin-donuts-chicago-103?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
2,Del Real Bakery,+17737372844,41.779296875,-87.7000503540039,Yelp Rating: 4.0 Reviews: 4,food,3044 W 63rd St,https://www.yelp.com/biz/del-real-bakery-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3,Torres Bakery,+17734712307,41.7787170410156,-87.7011947631836,Yelp Rating: 3.0 Reviews: 2,food,3111 W 63rd St,https://www.yelp.com/biz/torres-bakery-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4,Walgreens,+17737764040,41.778305,-87.702774,Yelp Rating: 1.0 Reviews: 1,food,6315 S Kedzie Ave,https://www.yelp.com/biz/walgreens-chicago-215?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
5,Jj Pepper's Food Store,+17737374200,41.7641,-87.70261,Yelp Rating: 4.0 Reviews: 1,food,7101 S Kedzie Ave,https://www.yelp.com/biz/jj-peppers-food-store-chicago-4?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
6,McDonald's,+17734346048,41.7753234651629,-87.6832077690278,Yelp Rating: 1.5 Reviews: 12,food,6515 S Western Ave,https://www.yelp.com/biz/mcdonalds-chicago-156?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
7,Rio Valley Market,+17734765206,41.7788069985333,-87.706361,Yelp Rating: 1.5 Reviews: 4,food,3307 W 63rd St,https://www.yelp.com/biz/rio-valley-market-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
8,La Chiquita Bakery,+17733061214,41.778621673584,-87.707633972168,Yelp Rating: 4.5 Reviews: 3,food,3353 W 63rd,https://www.yelp.com/biz/la-chiquita-bakery-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
9,"Chicago Wingz Around the World, 71st",+17734248245,41.76455,-87.68362,Yelp Rating: 4.5 Reviews: 4,food,7100 S Western Ave,https://www.yelp.com/biz/chicago-wingz-around-the-world-71st-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
10,Walgreens,+17738638009,41.76427,-87.682792,Yelp Rating: 1.5 Reviews: 5,food,7111 S Western Ave,https://www.yelp.com/biz/walgreens-chicago-221?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
11,Jc’s Steak And Hoagie 69,+17734989689,41.763056,-87.6833249,Yelp Rating: 1.0 Reviews: 1,food,7158 S Western Ave,https://www.yelp.com/biz/jc-s-steak-and-hoagie-69-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
0,Esperanza Health Centers,+17735846200,41.7744487,-87.6970947,Yelp Rating: 1.0 Reviews: 1,health,6550 S Richmond St,https://www.yelp.com/biz/esperanza-health-centers-chicago-3?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
1,Seasons Hospice & Palliative Care,+18005708809,41.76908,-87.69111,Yelp Rating: 5.0 Reviews: 1,health,2701 W 68th St,https://www.yelp.com/biz/seasons-hospice-and-palliative-care-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
2,Holy Cross Hospital,+17738849000,41.76908,-87.69111,Yelp Rating: 1.5 Reviews: 16,health,2701 W 68th St,https://www.yelp.com/biz/holy-cross-hospital-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3,Buena Vista Optical,+17738639234,41.77552,-87.70269,Yelp Rating: 3.0 Reviews: 19,health,6455 S Kedzie Ave,https://www.yelp.com/biz/buena-vista-optical-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4,Gentle Dental Center,+17734768217,41.778884,-87.69659,Yelp Rating: 4.5 Reviews: 3,health,2917 W 63rd St,https://www.yelp.com/biz/gentle-dental-center-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
5,"APM Surgical Group, Ltd",+17733090141,41.7790308067133,-87.6973795509683,Yelp Rating: 4.5 Reviews: 2,health,2937 W 63rd St,https://www.yelp.com/biz/apm-surgical-group-ltd-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
6,Metropolitan Family Services,+17737374790,41.77649,-87.7033299,Yelp Rating: 5.0 Reviews: 1,health,6422 S Kedzie Ave,https://www.yelp.com/biz/metropolitan-family-services-chicago-5?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
7,Churchview Supportive Living,+17734714444,41.7793759973545,-87.6897376730163,Yelp Rating: 5.0 Reviews: 1,health,2626 W 63rd St,https://www.yelp.com/biz/churchview-supportive-living-chicago-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
8,Chicago Family Health Center,+17737685000,41.77866,-87.70413,Yelp Rating: 1.0 Reviews: 1,health,3223 W 63rd St,https://www.yelp.com/biz/chicago-family-health-center-chicago-5?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
9,Dental Dreams,+17737768300,41.77923,-87.70369,Yelp Rating: 2.0 Reviews: 4,health,3210 W 63rd St,https://www.yelp.com/biz/dental-dreams-chicago-10?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
10,Noble Dental Center,+17737767700,41.779785,-87.702782,Yelp Rating: 1.0 Reviews: 3,health,6235 S Kedzie Ave,https://www.yelp.com/biz/noble-dental-center-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
11,Nationwide Medical Equipment & Supplies,+17734343780,41.7786483764648,-87.7057647705078,Yelp Rating: 1.0 Reviews: 1,health,3301 W 63rd St,https://www.yelp.com/biz/nationwide-medical-equipment-and-supplies-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3,Wait Here Chicago,+13129457982,41.7758899,-87.6544,Yelp Rating: 5.0 Reviews: 1,transport,S Racine Avenue,https://www.yelp.com/biz/wait-here-chicago-chicago-8?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
0,Cipriani's Pizza,+17735823747,41.778190612793,-87.7681884765625,Yelp Rating: 4.5 Reviews: 95,restaurants,5840 W 63rd St,https://www.yelp.com/biz/ciprianis-pizza-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
1,La Viña del Mar,+17732848989,41.7780475714174,-87.7692133543066,Yelp Rating: 3.0 Reviews: 10,restaurants,5900 W 63rd St,https://www.yelp.com/biz/la-vi%C3%B1a-del-mar-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
2,Lena's Pizza,+17737678400,41.777833,-87.768607,Yelp Rating: 3.0 Reviews: 21,restaurants,5851 W 63rd St,https://www.yelp.com/biz/lenas-pizza-chicago?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
