,name,phone,latitude,longitude,addtional_info,type,address,url
5,Lenox Hill Radiology,+17182827000,40.648708,-73.943879,Yelp Rating: 2.0 Reviews: 18,health,1014 Brooklyn Ave,https://www.yelp.com/biz/lenox-hill-radiology-brooklyn-5?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
6,Community Dental Care,+17182827400,40.64172,-73.94843,Yelp Rating: 3.5 Reviews: 8,health,1809 Nostrand Ave,https://www.yelp.com/biz/community-dental-care-brooklyn-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
7,Helpful Hand Agency,+17184214224,40.64172,-73.94843,Yelp Rating: 3.0 Reviews: 2,health,1809 Nostrand Ave,https://www.yelp.com/biz/helpful-hand-agency-brooklyn-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
8,Pain Medicine,+17182871000,40.6512871,-73.9367447,Yelp Rating: 3.0 Reviews: 2,health,4310 Church Ave,https://www.yelp.com/biz/pain-medicine-east-flatbush?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
9,"Regina Sotnik, MD",+17184756901,40.64144,-73.94872,Yelp Rating: 5.0 Reviews: 3,health,1822 Nostrand Ave,https://www.yelp.com/biz/regina-sotnik-md-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
10,Smile Savers Cosmetic Dental PC,+18556937269,40.648866,-73.944959,Yelp Rating: 4.5 Reviews: 7,health,3400 Snyder Ave,https://www.yelp.com/biz/smile-savers-cosmetic-dental-pc-brooklyn-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
11,"Daniel Khodadadian, MD - New York Eye Care & Surgery",+17182872020,40.65106,-73.9395,Yelp Rating: 2.5 Reviews: 3,health,4014 Church Ave,https://www.yelp.com/biz/daniel-khodadadian-md-new-york-eye-care-and-surgery-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
0,Quality Car & Limousine Service,+17186292540,40.64195,-73.92979,Yelp Rating: 2.5 Reviews: 3,transport,4912 Avenue D,https://www.yelp.com/biz/quality-car-and-limousine-service-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
1,Premier Car Service,+17186291777,40.6396363,-73.9294132,Yelp Rating: 1.0 Reviews: 6,transport,4916 Foster Ave,https://www.yelp.com/biz/premier-car-service-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
2,Abba Local Transportation,+17183321216,40.635028,-73.935002,Yelp Rating: 5.0 Reviews: 1,transport,4301 Glenwood Rd,https://www.yelp.com/biz/abba-local-transportation-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3,Abba Taxi School,+13478292999,40.635033,-73.934996,Yelp Rating: 5.0 Reviews: 1,transport,4301 Glenwood Rd,https://www.yelp.com/biz/abba-taxi-school-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4,Zapp Car Service,+13473898516,40.644703,-73.948631,Yelp Rating: 5.0 Reviews: 1,transport,1691 Nostrand Ave,https://www.yelp.com/biz/zapp-car-service-brooklyn-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
6,Encore Car & Limo Service,+17186753333,40.6447342783213,-73.9518861472607,Yelp Rating: 1.0 Reviews: 18,transport,1038 Rogers Ave,https://www.yelp.com/biz/encore-car-and-limo-service-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
0,Golden China,+17188531889,40.6423,-73.98096,Yelp Rating: 2.5 Reviews: 8,restaurants,61Church Ave,https://www.yelp.com/biz/golden-china-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
1,Taco King,+17184351899,40.642387,-73.98101,Yelp Rating: 2.5 Reviews: 17,restaurants,61 A Church Ave,https://www.yelp.com/biz/taco-king-brooklyn-3?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
2,El Mirador,+17186867101,40.642345,-73.981109,Yelp Rating: 3.5 Reviews: 25,restaurants,59 Church Ave,https://www.yelp.com/biz/el-mirador-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3,Abdullah Sweets and Restaurant,+17187665381,40.6428985595703,-73.9799499511719,Yelp Rating: 4.0 Reviews: 21,restaurants,91 Church Ave,https://www.yelp.com/biz/abdullah-sweets-and-restaurant-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4,Family Garden,+17184356507,40.64274,-73.97993,Yelp Rating: 1.5 Reviews: 2,restaurants,91 Church Ave,https://www.yelp.com/biz/family-garden-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
5,Green House Restaurant,+17188534030,40.64248,-73.97989,Yelp Rating: 3.0 Reviews: 10,restaurants,90 Church Ave,https://www.yelp.com/biz/green-house-restaurant-brooklyn-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
6,Faros Restaurant,+17184365449,40.6428,-73.97981,Yelp Rating: 3.5 Reviews: 51,restaurants,95 Church Ave,https://www.yelp.com/biz/faros-restaurant-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
7,Little Bandgladesh Restaurant,+17188717080,40.64238,-73.97917,Yelp Rating: 2.0 Reviews: 1,restaurants,483 McDonald Ave,https://www.yelp.com/biz/little-bandgladesh-restaurant-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
8,Taqueria Restaurante Mi Barrio,+17189729669,40.6415601,-73.981455,Yelp Rating: 4.0 Reviews: 23,restaurants,3415 14th Ave,https://www.yelp.com/biz/taqueria-restaurante-mi-barrio-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
9,Radhuni Sweets & Restaurant,+17189720072,40.6424029038192,-73.9790200442076,Yelp Rating: 3.5 Reviews: 14,restaurants,483 McDonald Ave,https://www.yelp.com/biz/radhuni-sweets-and-restaurant-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
10,Tacos el Chicken,+13475333532,40.642616,-73.978576,Yelp Rating: 4.0 Reviews: 28,restaurants,120 Beverley Rd,https://www.yelp.com/biz/tacos-el-chicken-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
11,To Be Thai,+13475848966,40.6426978913573,-73.9783389864039,Yelp Rating: 3.5 Reviews: 180,restaurants,126 Beverley Rd,https://www.yelp.com/biz/to-be-thai-brooklyn-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
0,Halal Meat Market,+17184388073,40.642308,-73.980005,Yelp Rating: 1.0 Reviews: 1,food,84 Church Ave,https://www.yelp.com/biz/halal-meat-market-brooklyn-3?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
1,Bangla Bazar,+17186861070,40.64233,-73.98091,Yelp Rating: 4.0 Reviews: 1,food,63 Church Ave,https://www.yelp.com/biz/bangla-bazar-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
2,Bangla Nagar Grocery,+17186330114,40.6427612304688,-73.9800567626953,Yelp Rating: 2.5 Reviews: 3,food,87 Church Ave,https://www.yelp.com/biz/bangla-nagar-grocery-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3,89 Church Liquors,+17184363583,40.642815,-73.980011,Yelp Rating: 3.0 Reviews: 5,food,89 Church Ave,https://www.yelp.com/biz/89-church-liquors-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4,Latino Meat Market & Deli,+17184354771,40.64221,-73.98119,Yelp Rating: 4.0 Reviews: 1,food,55 Church Ave,https://www.yelp.com/biz/latino-meat-market-and-deli-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
5,Shapla Supermarket,+17189721326,40.64225,-73.97953,Yelp Rating: 3.0 Reviews: 1,food,484 McDonald Ave,https://www.yelp.com/biz/shapla-supermarket-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
6,Kabir's Bakery,+17188537907,40.64293,-73.97977,Yelp Rating: 3.5 Reviews: 21,food,97 Church Ave,https://www.yelp.com/biz/kabirs-bakery-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
7,Greenhouse Deshi Supermarket,+17189722600,40.6431193566251,-73.9792183012476,Yelp Rating: 3.5 Reviews: 3,food,472 McDonald Ave,https://www.yelp.com/biz/greenhouse-deshi-supermarket-borough-park?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
8,Church Ave Food,+17184364873,40.643156,-73.979164,Yelp Rating: 3.0 Reviews: 4,food,111 Church Ave,https://www.yelp.com/biz/church-ave-food-brooklyn-3?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
9,Walgreens,+17184377802,40.642752901146,-73.978839651656,Yelp Rating: 2.5 Reviews: 29,food,114 Beverley Rd,https://www.yelp.com/biz/walgreens-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
0,Quest Diagnostics,+17184381111,40.642444235192,-73.9799224570795,Yelp Rating: 3.0 Reviews: 7,health,82 Church Ave,https://www.yelp.com/biz/quest-diagnostics-brooklyn-8?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
1,"Jeffrey Tenenbaum, DDS",+17188714440,40.642212,-73.981522,Yelp Rating: 3.5 Reviews: 4,health,53 Church Ave,https://www.yelp.com/biz/jeffrey-tenenbaum-dds-new-york?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
2,"M & M Dental Office, PC",+17188535777,40.642775,-73.979123,Yelp Rating: 1.5 Reviews: 6,health,106 Beverley Rd,https://www.yelp.com/biz/m-and-m-dental-office-pc-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3,Aska Dental PC,+17188543000,40.64269,-73.97905,Yelp Rating: 5.0 Reviews: 1,health,108 Beverley Rd,https://www.yelp.com/biz/aska-dental-pc-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4,Multispecialty Medical Office - Dr Shaikh Hasan,+17186334677,40.643174,-73.979095,Yelp Rating: 5.0 Reviews: 1,health,113 Church Ave,https://www.yelp.com/biz/multispecialty-medical-office-dr-shaikh-hasan-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
5,True Care Home Health Care,+12125867775,40.64318,-73.97888,Yelp Rating: 2.5 Reviews: 5,health,117 Church Ave,https://www.yelp.com/biz/true-care-home-health-care-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
6,"Isidore J Sheps, DDS PC",+17184359676,40.64284,-73.97682,Yelp Rating: 4.5 Reviews: 14,health,310 Beverley Rd,https://www.yelp.com/biz/isidore-j-sheps-dds-pc-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
7,Managed Orthodontic Care of NYC,+17184365175,40.6432,-73.97692,Yelp Rating: 4.0 Reviews: 4,health,303 Beverley Rd,https://www.yelp.com/biz/managed-orthodontic-care-of-nyc-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
8,Gary Nadler DDS,+17184386341,40.645372,-73.979714,Yelp Rating: 1.0 Reviews: 6,health,357 McDonald Ave,https://www.yelp.com/biz/gary-nadler-dds-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
9,"Rafael Mosery, DDS",+17184146227,40.64339,-73.97599,Yelp Rating: 4.0 Reviews: 1,health,415 Beverley Rd,https://www.yelp.com/biz/rafael-mosery-dds-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
10,Professional Health Imaging P C,+17188545400,40.63977,-73.98381,Yelp Rating: 2.5 Reviews: 3,health,3802 14th Ave,https://www.yelp.com/biz/professional-health-imaging-p-c-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
1,Church Ave Car Service,+17186334444,40.6416276,-73.9813875,Yelp Rating: 1.5 Reviews: 87,transport,3411 14th Ave,https://www.yelp.com/biz/church-ave-car-service-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
2,Golden Ring Transportation,+17184372650,40.6419155,-73.9818553,Yelp Rating: 1.0 Reviews: 1,transport,35 Church Ave,https://www.yelp.com/biz/golden-ring-transportation-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3,Ace Car & Limousine,+17188539704,40.63847,-73.98324,Yelp Rating: 1.0 Reviews: 1,transport,1440 39th St,https://www.yelp.com/biz/ace-car-and-limousine-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4,Executive Transportation Group,+17184381100,40.63858,-73.98316,Yelp Rating: 1.5 Reviews: 2,transport,1440 39th St,https://www.yelp.com/biz/executive-transportation-group-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
5,Decamp Bus Lines,+19737837500,40.6497733218173,-73.980164602483,Yelp Rating: 1.5 Reviews: 74,transport,101 Greenwood Ave,https://www.yelp.com/biz/decamp-bus-lines-new-york?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
6,New American Car & Limousine Service,+17189727979,40.63599,-73.97622,Yelp Rating: 1.0 Reviews: 6,transport,221 Ditmas Ave,https://www.yelp.com/biz/new-american-car-and-limousine-service-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
8,chico taxi,+17182363333,40.64014,-73.99474,Yelp Rating: 5.0 Reviews: 1,transport,4501 Fort Hamilton Pkwy,https://www.yelp.com/biz/chico-taxi-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
0,Rhythm & Booze,+17187889699,40.65773,-73.97964,Yelp Rating: 3.5 Reviews: 69,restaurants,1674 10th Ave,https://www.yelp.com/biz/rhythm-and-booze-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
1,Munch Box,+17184991105,40.658428,-73.981706,Yelp Rating: 1.5 Reviews: 3,restaurants,263 Prospect Park W,https://www.yelp.com/biz/munch-box-brooklyn-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
2,Kitchen Thai,+17184991674,40.65834,-73.98199,Yelp Rating: 2.5 Reviews: 15,restaurants,271 Prospect Park W,https://www.yelp.com/biz/kitchen-thai-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3,Joe's Pizzeria,+17189653433,40.65863,-73.98171,Yelp Rating: 3.0 Reviews: 67,restaurants,259 Prospect Park W,https://www.yelp.com/biz/joes-pizzeria-brooklyn-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4,Coco Thai,+17183692472,40.6585694,-73.9822303,Yelp Rating: 3.5 Reviews: 56,restaurants,268 Prospect Park W,https://www.yelp.com/biz/coco-thai-brooklyn-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
5,Elora's Mexican and Spanish Food,+17187886190,40.6584854125977,-73.9823989868164,Yelp Rating: 3.5 Reviews: 204,restaurants,272 Prospect Park W,https://www.yelp.com/biz/eloras-mexican-and-spanish-food-brooklyn-11?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
6,Bedawi Cafe,+17184993444,40.65865,-73.98222,Yelp Rating: 4.0 Reviews: 151,restaurants,266 Prospect Park W,https://www.yelp.com/biz/bedawi-cafe-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
7,Le P'tit Paris Bistro,+17183693590,40.659,-73.98173,Yelp Rating: 4.0 Reviews: 339,restaurants,256 Prospect Park W,https://www.yelp.com/biz/le-ptit-paris-bistro-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
8,212 Burgers,+18883472747,40.659118333958,-73.9816275578599,Yelp Rating: 4.5 Reviews: 82,restaurants,252 Prospect Park W,https://www.yelp.com/biz/212-burgers-brooklyn-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
9,Terrace Coffee Shop,+17188541911,40.654417,-73.979346,Yelp Rating: 3.0 Reviews: 127,restaurants,598 19th St,https://www.yelp.com/biz/terrace-coffee-shop-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
0,Windsor Farms Market,+17187880323,40.6564709796673,-73.9778998866677,Yelp Rating: 3.0 Reviews: 42,food,589 Prospect Ave,https://www.yelp.com/biz/windsor-farms-market-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
1,Regina Bakery,+17184990377,40.65902,-73.98172,Yelp Rating: 4.0 Reviews: 50,food,256 Prospect Park W,https://www.yelp.com/biz/regina-bakery-brooklyn-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3,Sam Deli & Grocery,+13476894873,40.6591709665982,-73.9780326222678,Yelp Rating: 4.5 Reviews: 3,food,1601 10th Ave,https://www.yelp.com/biz/sam-deli-and-grocery-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4,Prospect Market,+17187889104,40.65958,-73.98143,Yelp Rating: 3.5 Reviews: 11,food,236 Prospect Park W,https://www.yelp.com/biz/prospect-market-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
5,Krupa Grocery,+17187097098,40.6598242,-73.980508,Yelp Rating: 4.5 Reviews: 276,food,231 Prospect Park W,https://www.yelp.com/biz/krupa-grocery-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
6,P & E Grocery,+17183697701,40.6597798875825,-73.981112159198,Yelp Rating: 3.5 Reviews: 3,food,228 Prospect Park W,https://www.yelp.com/biz/p-and-e-grocery-new-york-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
7,United Meat Market,+17187687227,40.6601500714446,-73.9803893533233,Yelp Rating: 4.5 Reviews: 64,food,219 Prospect Park W,https://www.yelp.com/biz/united-meat-market-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
8,Terrace Bagels,+17187683943,40.66009,-73.980955,Yelp Rating: 3.5 Reviews: 324,food,222 & 222A Prospect Park W,https://www.yelp.com/biz/terrace-bagels-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
0,Windsor Terrace Family Dentistry,+17187687870,40.6575088500977,-73.9791412353516,Yelp Rating: 4.5 Reviews: 17,health,1663 10th Ave,https://www.yelp.com/biz/windsor-terrace-family-dentistry-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
1,American Access Care- Brooklyn,+17183691444,40.65695,-73.97832,Yelp Rating: 4.5 Reviews: 2,health,577 Prospect Ave,https://www.yelp.com/biz/american-access-care-brooklyn-brooklyn-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
2,"Avi Steinhardt, LCSW",+16467124595,40.6592864990234,-73.9793014526367,Yelp Rating: 5.0 Reviews: 2,health,171 Windsor Pl,https://www.yelp.com/biz/avi-steinhardt-lcsw-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
3,"Javier Zelaya, MD",+17182084501,40.65911,-73.98182,Yelp Rating: 2.5 Reviews: 39,health,254 Prospect Park W,https://www.yelp.com/biz/javier-zelaya-md-brooklyn-2?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
4,GroupWORKS for Education,+19178389534,40.6595,-73.979103,Yelp Rating: 1.0 Reviews: 1,health,474 16th St,https://www.yelp.com/biz/groupworks-for-education-brooklyn?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
5,Brooklyn Letters,+13473943485,40.6555143,-73.9764394,Yelp Rating: 5.0 Reviews: 2,health,1139 Prospect Ave,https://www.yelp.com/biz/brooklyn-letters-brooklyn-6?adjust_creative=_9bUF62lB7SS1867wxZM_Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_9bUF62lB7SS1867wxZM_Q
