,additional_info,address,latitude,longitude,name,phone_number,type,url
371,Property Type: Senior,340 E. 38th St.,41.82575322,-87.61751743,Pioneer Village Apts.,773-536-0463,Affordable Housing,
372,Property Type: Multifamily,1224 S. Washtenaw Ave.,41.86568173,-87.69353304,Park Douglas,773-893-4800,Affordable Housing,
373,Property Type: Senior,3939-59 W. North Ave.,41.90978701,-87.72558192,North & Pulaski Senior Housing,773-687-0234,Affordable Housing,
374,Property Type: Multifamily,10513 S. Michigan Ave.,41.70307738,-87.62054468,Roseland Ridge Apts.,773-341-3158,Affordable Housing,
375,Property Type: Multifamily,4130 N. Kenmore Ave.,41.95758244,-87.65636944,Sunnyside Kenmore Apts.,773-769-3116,Affordable Housing,
376,Property Type: Multifamily,2012 W. 17th St.,41.858656700000004,-87.67659689,Casa Queretaro,312-666-1323,Affordable Housing,
377,Property Type: Multifamily,1859 S. Pulaski Road,41.85533972,-87.72471008,Praise Apts.,773-762-3389,Affordable Housing,
378,Property Type: Multifamily,2124 W. 19th St.,41.85590751,-87.67943292,Resurrection Homes,312-666-1323,Affordable Housing,
379,Property Type: Senior,7450 N. Rogers Ave.,42.01714971,-87.67317857,James Sneider Apts.,773-743-3699,Affordable Housing,
380,Property Type: Multifamily,2243 S. Central Park Ave.,41.85039133,-87.71481390000001,Resurrection Homes,312-248-8355,Affordable Housing,
381,Property Type: Multifamily,1110 E. Bowen Ave.,41.81874892,-87.59960335,Lakefront Phase II,773-548-8795,Affordable Housing,
382,Property Type: Supportive Housing,5012 N. Winthrop Ave.,41.97370056,-87.65789194,Major Jenkins Apts.,773-506-3486,Affordable Housing,
383,Property Type: Supportive,1512 N. LaSalle St.,41.90959014,-87.63324548,Carling Hotel,312-421-1170,Affordable Housing,
384,Property Type: Multifamily,110 N. Wood St.,41.88355426,-87.67195337,Westhaven Park Phase IIB,312-491-1114,Affordable Housing,
385,Property Type: Senior,3440 W. Roosevelt Road,41.86643977,-87.71218086,Roosevelt Towers,773-265-6961,Affordable Housing,
386,Property Type: Multifamily,1255 S. Fairfield Ave.,41.86489079,-87.69444711,Park Douglas,773-893-4800,Affordable Housing,
387,Property Type: Multifamily,400 E. 41st St.,41.8203495,-87.61651411,Paul G. Stewart Phase V,773-924-2100,Affordable Housing,
388,Property Type: Multifamily,3333 W. Maypole Ave.,41.88346519,-87.71003991,Ike Sims Village,773-638-1818,Affordable Housing,
389,,2505 E. 73rd St.,41.76155535585864,-87.56208363879564,South Shore,Closed for Construction,Library,
390,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",3401 W. Foster Ave.,41.975456,-87.71409,Albany Park,(773) 539-5450,Library,
391,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",13281 S. Corliss Ave.,41.65473021837776,-87.6022302609835,Altgeld,(312) 747-3270,Library,
392,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",5055 S. Archer Ave.,41.8012136599335,-87.72649071431441,Archer Heights,(312) 747-9241,Library,
393,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",5615 W. Race Ave.,41.889272153514526,-87.76571186722818,Austin,(312) 746-5038,Library,
394,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",6100 W. Irving Park Rd.,41.95317390064158,-87.77938682073541,Austin-Irving,(312) 744-6222,Library,
395,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",8148 S. Stony Island Ave.,41.74671722160199,-87.58539658719002,Avalon,(312) 747-5234,Library,
396,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",2111 W. 47th St.,41.808384423666354,-87.67756963874196,Back of the Yards,(312) 747-9595,Library,
397,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",1962 W. 95th St.,41.721180505456495,-87.6719464613888,Beverly,(312) 747-9673,Library,
398,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",1226 W. Ainslie St.,41.97168194800458,-87.66073027218957,Bezazian,(312) 744-0019,Library,
399,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",4904 S. Lake Park Ave.,41.8058403098503,-87.58934182212592,Blackstone,(312) 747-0511,Library,
400,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",1350 W. 89th St.,41.732316757097045,-87.65723451581835,Brainerd,(312) 747-6291,Library,
401,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",4314 S. Archer Ave.,41.815138789328266,-87.70265431614907,Brighton Park,(312) 747-0666,Library,
402,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",1701 N. Milwaukee Ave.,41.91272239576367,-87.6805873025965,Bucktown-Wicker Park,(312) 744-6022,Library,
403,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",5630 N. Lincoln Ave.,41.98457226437275,-87.69773449236712,Budlong Woods,(312) 742-9590,Library,
404,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",642 W. 43rd St.,41.815505684396335,-87.64250101465565,Canaryville,(312) 747-0644,Library,
405,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",3647 S. State St.,41.8284268698988,-87.62640221644719,Chicago Bee,(312) 747-6872,Library,
406,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",6120 S. Kedzie Ave.,41.78180787787282,-87.70326162211758,Chicago Lawn,(312) 747-0639,Library,
407,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",2100 S. Wentworth Ave.,41.85412074173438,-87.63195792246246,Chinatown,(312) 747-8013,Library,
408,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",6423 W. 63rd Pl.,41.77678205621646,-87.78181978755116,Clearing,(312) 747-5657,Library,
409,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",731 E. 63rd St.,41.78037301095412,-87.60715724280014,Coleman,(312) 747-7760,Library,
410,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",3400 S. Halsted St.,41.83228703346308,-87.64648501124545,"Daley, Richard J.",(312) 747-8990,Library,
411,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",733 N. Kedzie Ave.,41.8943707,-87.7064607,"Daley, Richard M.",(312) 743-0555,Library,
412,,3353 W. 13th St.,41.864500759742604,-87.70968548933996,Douglass,Closed for Construction,Library,
413,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",7455 W. Cornelia Ave.,41.943308,-87.817497,Dunning,(312) 743-0480,Library,
414,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",5331 W. Devon Ave.,41.9969708834685,-87.7620478920105,Edgebrook,(312) 744-8313,Library,
415,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",6000 N. Broadway St.,41.990996,-87.660757,Edgewater,(312) 742-1945,Library,
416,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",2807 W. 55th St.,41.79369723271382,-87.69404645462895,Gage Park,(312) 747-0032,Library,
417,"Hours: Sun. & Sat., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. 9-5",6871 W. Belden Ave.,41.921114724943386,-87.79724102070298,Galewood-Mont Clare,(312) 746-0165,Library,
418,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",6348 S. Archer Ave.,41.79298666078267,-87.78013325801972,Garfield Ridge,(312) 747-6094,Library,
419,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",1000 E. 73rd St.,41.7623,-87.6005,Greater Grand Crossing,(312) 745-1608,Library,
420,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",4801 S. Michigan Ave.,41.80743298280974,-87.62273981936815,Hall,(312) 747-2541,Library,
421,"Hours: Mon. - Thu., 9-9; Fri. & Sat., 9-5; Sun., 1-5",400 S. State St.,41.87629985357702,-87.62819280116949,Harold Washtington Library Center,(312) 747-4300,Library,
422,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",3048 E. 130th St.,41.65917887033542,-87.54824132727411,Hegewisch,(312) 747-0046,Library,
423,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",1605 N. Troy St.,41.910328,-87.705427,Humboldt Park,(312) 744-2244,Library,
424,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",4024 N. Elston Ave.,41.953903720729926,-87.71694255042644,Independence,(312) 744-0900,Library,
425,,5363 W. Lawrence Ave.,41.96759739182978,-87.76155426232721,Jefferson Park,Closed for Construction,Library,
426,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",2401 E. 100th St.,41.71326176288522,-87.56549206928669,Jeffery Manor,(312) 747-6479,Library,
427,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",6151 S. Normal Blvd.,41.78217163315653,-87.63740786532117,Kelly,(312) 747-8418,Library,
428,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",3436 S. King Dr.,41.83180139956726,-87.6177606656296,King,(312) 747-7543,Library,
429,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",115 S. Pulaski Rd.,41.87933865849079,-87.72556034620074,Legler,(312) 746-7730,Library,
430,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",1659 W. Melrose St.,41.94031359562259,-87.67075771281625,Lincoln Belmont,(312) 744-0166,Library,
431,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",1150 W. Fullerton Ave.,41.925591694002954,-87.6581132450843,Lincoln Park,(312) 744-1926,Library,
432,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5l",1336 W. Taylor St.,41.867166,-87.660613,Little Italy,(312) 746-5656,Library,
433,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",2311 S. Kedzie Ave.,41.8495331,-87.7051215,Little Village,(312) 745-1862,Library,
434,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",3030 W. Fullerton Ave.,41.92505210078537,-87.70339410925955,Logan Square,(312) 744-5295,Library,
435,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",1805 S. Loomis St.,41.85752200960524,-87.6609371162563,Lozano,(312) 746-4329,Library,
436,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",6 S. Hoyne Ave.,41.88118570415187,-87.67914211111776,Manning,(312) 746-6800,Library,
437,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",4400 W. Lawrence Ave.,41.968354456496165,-87.7381618989123,Mayfair,(312) 744-1254,Library,
438,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",1915 W. 35th St.,41.830447500170855,-87.67339165430255,McKinley Park,(312) 747-6082,Library,
439,,644 W. Belmont Ave.,41.940084208613214,-87.64614322696454,Merlo,Closed for Construction,Library,
440,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",11010 S. Kedzie Ave.,41.69291909858246,-87.70103788554279,Mount Greenwood,(312) 747-2805,Library,
441,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",310 W. Division St.,41.90386938756309,-87.63648979790898,Near North,(312) 744-0991,Library,
442,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",5724 W. North Ave.,41.90942919798428,-87.76879898888265,North Austin,(312) 746-4233,Library,
443,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",4300 W. North Ave.,41.91004241611636,-87.73392609215429,North Pulaski,(312) 744-9573,Library,
444,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",6800 N. Western Ave.,41.99833902904292,-87.6996500514452,Northtown,(312) 744-2292,Library,
445,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",7454 W. Balmoral Ave.,41.977961140156296,-87.8132091093451,Oriole Park,(312) 744-1965,Library,
446,"Hours: Mon. - Thu., 9-7; Fri. & Sat., 9-5; Sun., 1-5",163 E. Pearson St.,41.89758435399726,-87.62314877110073,Popular Library at Water Works,(312) 742-8811,Library,
447,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",5108 W. Belmont Ave.,41.93877675039972,-87.75449293765163,Portage-Cragin,(312) 744-0152,Library,
448,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",11001 S. Indiana Ave.,41.69440640901795,-87.61826066226358,Pullman,(312) 747-2033,Library,
449,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",6083 N. Northwest Hwy.,41.99191752494232,-87.79830189864583,Roden,(312) 744-1478,Library,
450,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",6907 N. Clark St.,42.00670763656976,-87.67340767268539,Rogers Park,(312) 744-0156,Library,
451,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",4101 W. 79th St.,41.749361683410754,-87.72439557570442,Scottsdale,(312) 747-0193,Library,
452,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",5440 S. Racine Ave.,41.795279421214886,-87.65492071930115,Sherman Park,(312) 747-0477,Library,
453,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",9055 S. Houston Ave.,41.73057483460938,-87.54980694003919,South Chicago,(312) 747-8065,Library,
454,"Hours: Mon. - Thu., 9-9; Fri. & Sat., 9-5; Sun., 1-5",4455 N. Lincoln Ave.,41.96240358108169,-87.68441684946531,Sulzer Regional Library,(312) 744-7616,Library,
455,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",7506 S. Racine Ave.,41.757801751628755,-87.65398155309862,Thurgood Marshall,(312) 747-5927,Library,
456,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",2708 S. Pulaski Rd.,41.84205367070128,-87.72496884474246,Toman,(312) 745-1660,Library,
457,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",929 W. Buena Ave.,41.958445207514295,-87.65351012268938,Uptown,(312) 744-8400,Library,
458,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",3710 E. 106th St.,41.70302747819179,-87.53350318470449,Vodak-East Side,(312) 747-5281,Library,
459,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",11071 S. Hoyne Ave.,41.69244169242589,-87.67413286555718,Walker,(312) 747-1920,Library,
460,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",3104 N. Narragansett Ave.,41.93666211869315,-87.78589145006396,West Belmont,(312) 746-5142,Library,
461,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",4856 W. Chicago Ave.,41.895046508790834,-87.74732954000841,West Chicago Avenue,(312) 743-0260,Library,
462,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",1745 W. 63rd St.,41.779334358813195,-87.66812159090755,West Englewood,(312) 747-3481,Library,
463,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",4020 W. 63rd St.,41.778662219559784,-87.7235385705056,West Lawn,(312) 747-7381,Library,
464,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5l",122 N. Aberdeen St.,41.884232,-87.654324,West Loop,(312) 744-2995,Library,
465,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",830 W. 119th St.,41.67785087178982,-87.64299968326193,West Pullman,(312) 747-1425,Library,
466,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",1625 W. Chicago Ave.,41.895752189070784,-87.6682665907951,West Town,(312) 743-0450,Library,
467,"Hours: Sun., Closed; Mon. & Wed., 10-6; Tue. & Thu., Noon-8; Fri. & Sat., 9-5",415 East 79th St.,41.75106360973631,-87.61495065361933,"Whitney M. Young, Jr.",(312) 747-0039,Library,
468,"Hours: Mon. - Thu., 9-9; Fri. & Sat., 9-5; Sun., 1-5",9525 S. Halsted St.,41.72093481286736,-87.64309395216542,Woodson Regional Library,(312) 747-6900,Library,
469,"Hours: Sun., Closed; Mon. & Wed., Noon-8; Tue. & Thu., 10-6; Fri. & Sat., 9-5",8530 S. Kedzie Ave.,41.73832399791064,-87.70213010561923,Wrightwood-Ashburn,(312) 747-2696,Library,
470,SQRP Rating: Level 2+,1850 N NEWLAND AVE,41.914151000000004,-87.798721,Harriet E Sayre Elementary Language Academy,7735343351,School,
471,SQRP Rating: Level 1+,4820 W WALTON ST,41.897819,-87.74673100000001,Ronald E McNair Elementary School,7735348980,School,
472,SQRP Rating: Level 1+,1104 W 31ST ST,41.838027000000004,-87.65379200000001,Charles N Holden Elementary School,7735357200,School,
473,SQRP Rating: Level 1,4248 W 47TH ST,41.810134999999995,-87.73049499999999,Acero Charter Schools - SPC Daniel Zizumbo,7735793470,School,
474,SQRP Rating: Level 2+,3539 W GRACE ST,41.950078000000005,-87.716832,John B Murphy Elementary School,7735345223,School,
475,SQRP Rating: Level 1+,4220 N RICHMOND ST,41.958220000000004,-87.702151,Newton Bateman Elementary School,7735345055,School,
476,SQRP Rating: Inability to Rate,6445 W STRONG ST,41.970125,-87.78963,Daniel C Beard Elementary School,7735341228,School,
477,SQRP Rating: Level 1,744 E 103RD ST,41.707558,-87.60466,Wendell Smith Elementary School,7735355689,School,
478,SQRP Rating: Level 1+,2828 N OAK PARK AVE,41.931762,-87.795604,Josephine C Locke Elementary School,7735343300,School,
479,SQRP Rating: Level 2+,2332 S WESTERN AVE,41.849215,-87.685668,William F Finkl Elementary School,7735355850,School,
480,,1450 W CERMAK RD,41.852667,-87.663732,Benito Juarez Community Academy High School,7735347030,School,
481,,4131 W CORTLAND ST,41.915214,-87.730127,Noble - Pritzker College Prep,7733942848,School,
482,,250 E 111TH ST,41.692763,-87.616353,Gwendolyn Brooks College Preparatory Academy HS,7735359930,School,
483,SQRP Rating: Level 1,700 W WILLOW ST,41.913947,-87.64599,Walter L Newberry Math & Science Academy ES,7735348000,School,
484,,8255 S HOUSTON AVE,41.744849,-87.55022199999999,EPIC Academy Charter High School,7735357930,School,
485,SQRP Rating: Level 1+,3542 S WASHTENAW AVE,41.828868,-87.69245699999999,John C Burroughs Elementary School,7735357226,School,
486,SQRP Rating: Level 2+,3030 W HARRISON ST,41.873815,-87.702241,Jensen Elementary Scholastic Academy,7735346840,School,
487,SQRP Rating: Level 1,5235 W BELDEN AVE,41.922181,-87.757522,Christopher House Charter School,7739227542,School,
488,SQRP Rating: Level 1,1431 N LEAMINGTON AVE,41.906826,-87.75455,Leslie Lewis Elementary School,7735343060,School,
489,,7530 S SOUTH SHORE DR,41.759749,-87.556487,Excel - Woodlawn HS,7739027800,School,
490,SQRP Rating: Level 1,6700 N GREENVIEW AVE,42.003640000000004,-87.668222,Joyce Kilmer Elementary School,7735342115,School,
491,,211 S LAFLIN ST,41.878603000000005,-87.664233,Whitney M Young Magnet High School,7735347500,School,
492,SQRP Rating: Level 1+,3020 N LAMON AVE,41.935784999999996,-87.74933100000001,Laughlin Falconer Elementary School,7735343560,School,
493,SQRP Rating: Level 1+,1045 S MONITOR AVE,41.867813,-87.770418,George Rogers Clark Elementary School,7735346225,School,
494,,821 E 103RD ST,41.706666999999996,-87.60257299999999,Noble - Butler College Prep,7735355490,School,
495,,4959 S ARCHER AVE,41.803059999999995,-87.722042,Marie Sklodowska Curie Metropolitan High School,7735352100,School,
496,SQRP Rating: Level 2,3500 W DOUGLAS BLVD,41.86296,-87.71295699999999,Lawndale Elementary Community Academy,7735341635,School,
497,SQRP Rating: Level 1+,1632 W WRIGHTWOOD AVE,41.928841,-87.669528,William H Prescott Elementary School,7735345505,School,
498,SQRP Rating: Level 1+,6110 N FAIRFIELD AVE,41.992540999999996,-87.69836,DeWitt Clinton Elementary School,7735342025,School,
499,,231 N PINE AVE,41.885993,-87.761916,Austin College and Career Academy High School,7735340660,School,
500,SQRP Rating: Level 1,1434 N PARKSIDE AVE,41.906791,-87.767143,Ella Flagg Young Elementary School,7735346200,School,
501,,6420 S UNIVERSITY AVE,41.77813,-87.598114,University of Chicago - Woodlawn,7737528101,School,
502,SQRP Rating: Level 1,1241 W 19TH ST,41.856029,-87.65798000000001,Manuel Perez Elementary School,7735347650,School,
503,SQRP Rating: Level 1,4647 W 47TH ST,41.807579,-87.74009699999999,Academy for Global Citizenship Charter School,7735821100,School,
504,SQRP Rating: Level 2,4436 S UNION AVE,41.813303999999995,-87.643344,Alexander Graham Elementary School,7735351308,School,
505,SQRP Rating: Level 2+,3651 W SCHUBERT AVE,41.929989,-87.719224,James Monroe Elementary School,7735344155,School,
506,,3645 W CHICAGO AVE,41.895362,-87.718047,Noble - Rowe-Clark Math and Science Academy,7732422212,School,
507,,5321 W GRAND AVE,41.92563,-87.769808,Noble - ITW David Speer Academy,7736227484,School,
508,,900 W WILSON AVE,41.965546999999994,-87.652473,Uplift Community High School,7735342875,School,
509,,1231 S PULASKI RD,41.864943,-87.723662,YCCS-CCA Academy HS,7737622272,School,
510,SQRP Rating: Level 2+,3611 E 114TH ST,41.688131,-87.536015,George Washington Elementary School,7735355010,School,
511,SQRP Rating: Level 1,4310 N MELVINA AVE,41.958868,-87.781975,Washington D Smyser Elementary School,7735343711,School,
512,SQRP Rating: Level 2+,10540 S MORGAN ST,41.701952,-87.64765200000001,Mount Vernon Elementary School,7735352825,School,
513,SQRP Rating: Level 2+,2727 N LONG AVE,41.930403000000005,-87.76119,Franz Peter Schubert Elementary School,7735343080,School,
514,SQRP Rating: Level 1,3740 N PANAMA AVE,41.948007000000004,-87.829296,Arthur E Canty Elementary School,7735341238,School,
515,SQRP Rating: Level 2,240 W 104TH ST,41.705342,-87.629869,Langston Hughes Elementary School,7735355075,School,
516,SQRP Rating: Level 1,707 E 37TH ST,41.827726,-87.608501,University of Chicago - Donoghue,7732855301,School,
517,SQRP Rating: Level 1+,9239 S JEFFERY AVE,41.726763,-87.575353,Joseph Warren Elementary School,7735356625,School,
518,SQRP Rating: Level 1,3212 W GEORGE ST,41.93397,-87.70804100000001,Logandale Middle School,7735345350,School,
519,,1814 S UNION AVE,41.857208,-87.644888,YCCS-Jane Addams Alternative HS,3125631748,School,
520,SQRP Rating: Level 2,4415 S DR MARTIN L KING JR DR,41.814358,-87.616618,Irvin C Mollison Elementary School,7735351804,School,
521,SQRP Rating: Level 1+,2345 S MILLARD AVE,41.848488,-87.71601700000001,Lazaro Cardenas Elementary School,7735341465,School,
522,SQRP Rating: Level 1+,10115 S PRAIRIE AVE,41.710435,-87.61739,Frank I Bennett Elementary School,7735355460,School,
523,SQRP Rating: Level 1+,1424 N CLEAVER ST,41.907796999999995,-87.66407199999999,Rowe Elementary Charter School,7734455870,School,
524,SQRP Rating: Level 2+,243 N PARKSIDE AVE,41.885529999999996,-87.766589,Edward K Ellington Elementary School,7735346361,School,
525,,1615 S CHRISTIANA AVE,41.858564,-87.708987,North Lawndale College Prep - Christiana,7735421490,School,
526,,8147 S VINCENNES AVE,41.745781,-87.63541,Neal F Simeon Career Academy High School,7735353200,School,
527,SQRP Rating: Level 1+,9025 S THROOP ST,41.729673,-87.65548100000001,Fort Dearborn Elementary School,7735352680,School,
528,,1250 W ERIE ST,41.893547999999996,-87.659405,Ogden International High School,7735340866,School,
529,SQRP Rating: Level 1,1556 E 56TH ST,41.793447,-87.586855,Bret Harte Elementary School,7735350870,School,
530,,3400 N AUSTIN AVE,41.943054,-87.776847,Chicago Academy High School,7735340146,School,
531,SQRP Rating: Level 2+,10650 S EBERHART AVE,41.700334999999995,-87.611244,Countee Cullen Elementary School,7735355375,School,
532,,2245 W JACKSON BLVD,41.876946999999994,-87.683301,Richard T Crane Medical Preparatory HS,7735347600,School,
533,,3730 W BRYN MAWR AVE,41.982973,-87.722386,Northside Learning Center High School,7735345180,School,
534,SQRP Rating: Level 2,32 E 115TH ST,41.685418,-87.62165300000001,George W Curtis Elementary School,7735355050,School,
535,SQRP Rating: Level 1+,5424 N OKETO AVE,41.978501,-87.812054,Oriole Park Elementary School,7735341201,School,
536,SQRP Rating: Level 2+,3434 W 77TH ST,41.753457,-87.708731,Lionel Hampton Fine & Performing Arts ES,7735354030,School,
537,SQRP Rating: Level 1+,3826 W 58TH ST,41.787898999999996,-87.719216,Ferdinand Peck Elementary School,7735352450,School,
538,SQRP Rating: Level 2+,12607 S UNION AVE,41.664873,-87.638958,Ronald Brown Elementary Community Academy,7735355385,School,
539,SQRP Rating: Level 1,1621 W WABANSIA AVE,41.912358000000005,-87.668661,Jonathan Burr Elementary School,7735344090,School,
540,SQRP Rating: Level 1,2712 S SAWYER AVE,41.842267,-87.7063,Cyrus H McCormick Elementary School,7735357252,School,
541,SQRP Rating: Level 2+,249 E 37TH ST,41.827355,-87.61978,Ida B Wells Preparatory Elementary Academy,7735351204,School,
542,SQRP Rating: Level 2,5024 S WOLCOTT AVE,41.802343,-87.672206,Richard J Daley Elementary Academy,7735359091,School,
