STORE_NAME,longitude,latitude,ADDRESS,ADDRESS2,CITY,STATE,ZIP5,zip4,County,
"Lin's International Grocery",-73.997612,40.611832,"7718 18th Ave","","Brooklyn","NY","11214","1110","KINGS" 
"B & B Cigar Store",-79.053635,43.107048,"2006 Main St","","Niagara Falls","NY","14305","2616","NIAGARA" 
"Morton Williams Supermarkert",-73.978409,40.764782,"140 W  57th Street","","New York","NY","10019","","NEW YORK" 
"Fong & Zhou  Supermarket Inc",-74.002441,40.607452,"8514 18th Ave","","Brooklyn","NY","11214","2913","KINGS" 
"97-10 Queens Blvd Store LLC/Netcost Market 7",-73.860039,40.728981,"9710 Queens Blvd","","Rego Park","NY","11374","3245","QUEENS" 
"Stop & Shop 0567",-73.930206,41.763935,"3999 Albany Post Rd","Ste 1","Hyde Park","NY","12538","1937","DUTCHESS" 
"CVS Pharmacy 10041",-74.004219,40.74765,"500A W 23rd St","","New York","NY","10011","1101","NEW YORK" 
"1622 Voorhies Ave Pharmacy Inc",-73.952728,40.585777,"1622 Voorhies Ave","","Brooklyn","NY","11235","3914","KINGS" 
"Los Primos Deli Ny Corp",-73.229843,40.778828,"201 2nd Ave","Ste 1","Brentwood","NY","11717","4929","SUFFOLK" 
"7 Eleven 23790 - Seema Bhatia",-73.67099,40.707027,"850 Hempstead Tpke","","Franklin Square","NY","11010","3632","NASSAU" 
"Adi's Pork Store",-73.861168,40.886719,"3937 White Plains Rd","","Bronx","NY","10466","3025","BRONX" 
"Pit Stop Convenience Stores (1) 1",-76.558105,43.055202,"9036 N Seneca St","","Weedsport","NY","13166","8581","CAYUGA" 
"Pit Stop Convenience Store 3",-76.981903,43.270561,"8463 Bay St","","Sodus Point","NY","14555","9540","WAYNE" 
"Pit Stop Convenience Stores (4) Fleming 4",-76.567413,42.895359,"5730 South Street Rd","","Auburn","NY","13021","9647","CAYUGA" 
"Pit Stop Convenience Stores (5) North Rose 5",-76.893509,43.18742,"5079 Main St","Route 414","North Rose","NY","14516","","WAYNE" 
"SAVE A LOT PEEKSKILL/Narvaez Food Corp",-73.912506,41.306541,"1099 N Division St","Ste 2","Peekskill","NY","10566","1847","WESTCHESTER" 
"Pit Stop Convenience Store 6",-76.816399,43.221119,"11979 W Main St","","Wolcott","NY","14590","1024","WAYNE" 
"Pit Stop Convenience Stores (7) 7",-77.078911,43.044605,"608 E Union St","","Newark","NY","14513","1614","WAYNE" 
"Pit Stop Convenience Stores (8) 8",-76.506104,43.454716,"181 1st St","","Oswego","NY","13126","","OSWEGO" 
"Pit Stop Convenience Stores (9) North Victory 9",-76.642273,43.256996,"15057 State Route 104","","Martville","NY","13111","4189","CAYUGA" 
"Pit Stop Convenience Stores (11) 11",-76.978348,42.875225,"14 Exchange St","","Geneva","NY","14456","1802","ONTARIO" 
"Pit Stop Convenience Stores (12) 12",-76.721153,43.246174,"14016 Canada St","","Red Creek","NY","13143","9504","WAYNE" 
"Food Bag Citgo Quik Mart 538",-74.428749,41.424873,"220 Dolson Ave","","Middletown","NY","10940","6994","ORANGE" 
"Pit Stop Convenience Stores 13",-76.527504,42.664104,"1021 Route 34","","Genoa","NY","13071","","CAYUGA" 
"Pit Stop Convenience Stores (14) Ontario 14",-77.305939,43.226269,"1544 Ridge Rd","","Ontario Center","NY","14520","9800","WAYNE" 
"Pit Stop Convenience Stores (15) 15",-77.283951,43.227505,"2007 State Route 104","","Ontario","NY","14519","8934","WAYNE" 
"Pit Stop Convenience Stores (16) 16",-76.624214,43.03463,"10 Rochester St","","Port Byron","NY","13140","7712","CAYUGA" 
"Pit Stop Convenience Stores (17) 17",-76.46492,43.326622,"433 County Route 3","","Fulton","NY","13069","5101","OSWEGO" 
"Pit Stop Convenience Stores (19) 19",-76.404594,43.432823,"3806 County Route 4","","Oswego","NY","13126","6669","OSWEGO" 
"A to Z Value Store Inc",-73.890129,40.869717,"223 E 198th St","","Bronx","NY","10458","3101","BRONX" 
"Byrne Dairy Milton Ave 59",-76.240852,43.050964,"3385 Milton Ave","","Syracuse","NY","13219","1239","ONONDAGA" 
"Breadhouse Only Fresh",-73.951721,40.587376,"1718 Jerome Ave","","Brooklyn","NY","11235","3619","KINGS" 
"Sophi's Meat Market Corp",-73.80867,40.694901,"13915 101st Ave","","Jamaica","NY","11435","4624","QUEENS" 
"Park 81 Deli & Grocery Inc",-73.946426,40.795666,"81 E 110th St","","New York","NY","10029","3106","NEW YORK" 
"Gurusai Corp",-73.92569,41.706696,"75 Garden St","Ste 1","Poughkeepsie","NY","12601","2424","DUTCHESS" 
"Mohawk Grocery & Deli",-73.928864,42.820297,"575 Nott St","","Schenectady","NY","12308","2232","SCHENECTADY" 
"Tay Market",-73.772263,42.664528,"290 Central Ave","","Albany","NY","12206","2522","ALBANY" 
"Rishi Grocery Inc - New Woodside Grocery",-73.890884,40.743732,"4170 74th St","","Elmhurst","NY","11373","1847","QUEENS" 
"Ardsley Market Fresh & Deli",-73.848465,41.010777,"645 Saw Mill River Rd","","Ardsley","NY","10502","2128","WESTCHESTER" 
"Askar Kids Inc",-77.585243,43.155983,"655 University Ave","","Rochester","NY","14607","1258","MONROE" 
"FLOWER CITY PRODUCE",-77.58741,43.165264,"20 Public Market","","Rochester","NY","14609","6084","MONROE" 
"TOPS  261",-78.510963,42.89492,"12775 Broadway St","","Alden","NY","14004","9569","ERIE" 
"Tops 268",-78.987572,42.697796,"6914 Erie Rd","","Derby","NY","14047","9665","ERIE" 
"Dollar Tree 5063",-78.8591,42.98077,"2025 Sheridan Dr","","Buffalo","NY","14223","1201","ERIE" 
"TOPS  213",-78.83062,42.857605,"1460 S Park Ave","","Buffalo","NY","14220","1041","ERIE" 
"Walgreens 15118",-73.593338,40.700039,"603 Uniondale Ave","","Uniondale","NY","11553","2637","NASSAU" 
"Walgreens 10093",-73.924683,40.666222,"1134 E New York Ave","","Brooklyn","NY","11212","3823","KINGS" 
"CVS Pharmacy 7130",-73.862358,41.064774,"350 S Broadway","Ste 2","Tarrytown","NY","10591","5614","WESTCHESTER" 
"Family Dollar Store 10069",-78.840317,42.892838,"928 Broadway St","","Buffalo","NY","14212","1240","ERIE" 
"Bronx Market Place",-73.90464,40.858646,"19 W 183rd St","","Bronx","NY","10453","1201","BRONX" 
"IBB Mini Mart",-76.151215,43.024971,"1438 Midland Ave","","Syracuse","NY","13205","1444","ONONDAGA" 
"Speedway 7600",-76.546852,42.950363,"231 Grant Ave","","Auburn","NY","13021","1413","CAYUGA" 
"Albany Street Lucky Market",-73.937355,42.80785,"752 Albany St","Ste 1","Schenectady","NY","12307","1396","SCHENECTADY" 
"Choi Yang Inc",-73.941917,40.605133,"2952 Avenue S","","Brooklyn","NY","11229","3229","KINGS" 
"Target 2840",-73.717468,40.66436,"500 W Sunrise Hwy","","Valley Stream","NY","11581","1001","NASSAU" 
"Speedy Mart LLC",-77.622292,43.186745,"1662 Saint Paul St","","Rochester","NY","14621","2125","MONROE" 
"TOPS  224",-78.699203,42.989258,"2351 Maple Rd","","Amherst","NY","14221","4038","ERIE" 
"Zafer Food Corp/C-Town Supermarket",-73.909294,40.668633,"29 Belmont Ave","","Brooklyn","NY","11212","6403","KINGS" 
"Family Dollar Store 10142",-75.279686,44.499794,"4269 US Highway 11","","De Kalb Junction","NY","13630","3100","ST LAWRENCE" 
"South Mini Mart LLC",-76.147964,43.014603,"2625 Midland Ave","","Syracuse","NY","13205","1917","ONONDAGA" 
"7 Eleven 35101H",-78.957413,42.169125,"269 Main St","","Randolph","NY","14772","1218","CATTARAUGUS" 
"J&E Meat & Produce Corp/ Met Food",-73.954498,40.707249,"385 Broadway","","Brooklyn","NY","11211","7303","KINGS" 
"7 Eleven 35157H",-78.831779,42.971611,"43 Lincoln Park Dr","","Buffalo","NY","14223","2205","ERIE" 
"7 Eleven 35113H",-77.739182,42.318073,"22 S Main St","","Almond","NY","14804","9604","ALLEGANY" 
"7 Eleven 36008H",-73.996506,40.743031,"194 7th Ave","","New York","NY","10011","1810","NEW YORK" 
"STEWART'S SHOP 247",-74.326431,43.051323,"283 E Fulton St","","Gloversville","NY","12078","3542","FULTON" 
"FEDERAL MEATS",-78.867989,42.942631,"2140 Delaware Ave","","Buffalo","NY","14216","3210","ERIE" 
"FEDERAL MEATS 4",-78.873444,42.989204,"3863 Delaware Ave","","Buffalo","NY","14217","1038","ERIE" 
"FEDERAL MEATS",-78.753479,42.828156,"1044 Union Rd","","West Seneca","NY","14224","3449","ERIE" 
"FEDERAL MEATS 5",-78.828262,42.719448,"141 Buffalo St","","Hamburg","NY","14075","5010","ERIE" 
"FEDERAL MEATS 2",-78.781364,42.951366,"2102 Kensington Ave","","Amherst","NY","14226","4808","ERIE" 
"G & G Deli Grocery Corp",-73.906731,40.829155,"3429 3rd Ave","","Bronx","NY","10456","5374","BRONX" 
"Speedway 9934",-76.146072,43.105358,"2723 Brewerton Rd","","Syracuse","NY","13211","1146","ONONDAGA" 
"Little Mexico Mini Market Inc",-73.910461,40.768749,"4014 Astoria Blvd","AKA: 4014 Astoria Blvd S, LIC, NY 11103","Astoria","NY","11103","3648","QUEENS" 
"Zahra Deli Inc",-73.922134,40.678864,"1924 Fulton St","","Brooklyn","NY","11233","5505","KINGS" 
"Boston Rd Halal Meat Grocery Market",-73.895081,40.834072,"1458 Boston Rd","","Bronx","NY","10460","4919","BRONX" 
"GUERCIO & SONS",-78.890327,42.920795,"250 Grant St","","Buffalo","NY","14213","1421","ERIE" 
"3700 Express Deli Grocery Inc",-73.863846,40.881516,"3700 White Plains Rd","","Bronx","NY","10467","5710","BRONX" 
"A & D Express Grocery And Deli Inc",-73.941368,40.81868,"2400 Adam Clayton Powell Jr Blvd","","New York","NY","10030","1848","NEW YORK" 
"Great Kill Superette Corp",-74.146141,40.542309,"3997 Hylan Blvd","","Staten Island","NY","10308","3332","RICHMOND" 
"Lime Tree Market",-73.986984,40.722614,"148 E 1st St","","New York","NY","10009","7923","NEW YORK" 
"OLINDO'S CASH & CARRY",-77.665283,43.164696,"1510 Lyell Ave","","Rochester","NY","14606","2110","MONROE" 
"J D & R Corp",-73.917923,40.746632,"4601 Skillman Ave","","Sunnyside","NY","11104","2118","QUEENS" 
"DiCamillo Baking Co Inc  (03) 03",-79.04142,43.095135,"1700A Pine Ave","","Niagara Falls","NY","14301","2232","NIAGARA" 
"DiCamillo Baking Co Inc  (02) 02",-78.973526,43.088894,"7929 Niagara Falls Blvd","","Niagara Falls","NY","14304","1707","NIAGARA" 
"DiCamillo Baking Co Inc  (04) 04",-79.040596,43.172672,"535 Center St","","Lewiston","NY","14092","1607","NIAGARA" 
"DiCamillo Baking Co Inc  (01) 01",-79.053993,43.103493,"811 Linwood Ave","","Niagara Falls","NY","14305","2584","NIAGARA" 
"DiCamillo Baking Co Inc  (05) 05",-78.754234,42.96125,"5329 Main St","","Williamsville","NY","14221","5329","ERIE" 
"El Tareb Deli Grocery Corp",-73.898659,40.827885,"837 Home St","","Bronx","NY","10459","2203","BRONX" 
"Maysaa Fordham Deli Inc",-73.89846,40.861626,"164 E 188th St","","Bronx","NY","10468","5403","BRONX" 
"F & F Deli Grocery Corp",-74.039604,41.105705,"99 S Central Ave","Ste 2","Spring Valley","NY","10977","5939","ROCKLAND" 
"DOLLAR TREE 5116",-73.94191,40.822903,"301A W 145th St","","New York","NY","10039","3001","NEW YORK" 
"DOLLAR TREE 4759",-73.919258,40.813999,"460 Willis Ave","","Bronx","NY","10455","4013","BRONX" 
"Real Deal 02",-73.91748,40.820976,"728 Courtlandt Ave","","Bronx","NY","10451","3334","BRONX" 
"Bangla Grocery Inc",-73.845123,40.83894,"1430 Saint Peters Ave","","Bronx","NY","10461","3504","BRONX" 
"New Way Deli & Grocery Corp",-73.865158,40.75462,"3502 103rd St","","Corona","NY","11368","1955","QUEENS" 
"K And K Food Corp/Dba Stop 1 Food Market",-73.989258,40.711235,"265 Cherry St","","New York","NY","10002","7932","NEW YORK" 
"SCHWAB FARM MARKET",-78.527054,43.203537,"9035 Rochester Rd","","Gasport","NY","14067","9334","NIAGARA" 
"Duane Reade 14496",-73.980522,40.737709,"300 E 23rd St","","New York","NY","10010","4776","NEW YORK" 
"KAD Food Corp/Met Food",-73.92527,40.836132,"1150 Woodycrest Ave","","Bronx","NY","10452","4404","BRONX" 
"Choes Blue Fruit & Vegetable Inc",-73.955925,40.618477,"1907 Avenue M","","Brooklyn","NY","11230","6201","KINGS" 
"Woodside Deli Inc",-73.909798,40.749348,"3845 Woodside Ave","","Woodside","NY","11377","","QUEENS" 
"LORI'S NATURAL FOODS CENTER",-77.615562,43.087196,"900 Jefferson Rd","Ste 105","Rochester","NY","14623","3250","MONROE" 
"Holtsville 811 Inc 39167A",-73.043015,40.797768,"811A Waverly Ave","","Holtsville","NY","11742","1109","SUFFOLK" 
"Bellevue Star Market Inc",-73.958885,42.801067,"1605 Broadway","","Schenectady","NY","12306","5009","SCHENECTADY" 
"Mazone Grocery Inc.",-73.98896,40.627754,"5430 16th Ave","","Brooklyn","NY","11204","1804","KINGS" 
"45 D & D Deli Grocery Inc 45",-73.890686,40.941387,"45 Saint Josephs Ave","Ste A","Yonkers","NY","10703","3438","WESTCHESTER" 
"Church Street HP Inc 11",-73.113022,40.769295,"876 Church St","","Bohemia","NY","11716","","SUFFOLK" 
"1250 Selkirk Inc",-73.807259,42.547546,"1250 US Route 9W","","Selkirk","NY","12158","1717","ALBANY" 
"232 Mango Deli Grocery Corp",-73.827652,40.907059,"232 S Fulton Ave","","Mount Vernon","NY","10550","5106","WESTCHESTER" 
"163 Ashley Deli Grocery Inc",-73.908653,40.824013,"3244 3rd Ave","","Bronx","NY","10451","4218","BRONX" 
"Estrella Deli Grocery",-73.905197,40.688976,"644 Wilson Ave","","Brooklyn","NY","11207","1517","KINGS" 
"Vineeta International Foods Corp",-78.890587,42.916508,"96 Grant St","","Buffalo","NY","14213","1905","ERIE" 
"Qiang Wang Market Inc",-74.009941,40.638603,"5624 7th Ave","","Brooklyn","NY","11220","3510","KINGS" 
"2009 Carolina Deli Grocery Corp",-73.907227,40.743076,"4302 58th St","","Woodside","NY","11377","4751","QUEENS" 
"CFM 33-054 Norton Inc/Convenient Food Mart 33054",-77.613754,43.186069,"1430 N Clinton Ave","","Rochester","NY","14621","3346","MONROE" 
"950 Fair Food Corp/Fair Farm Supermarket",-73.896278,40.822353,"950 Westchester Ave","","Bronx","NY","10459","3219","BRONX" 
"GINO'S IMPORTED FOODS",-78.878784,42.972488,"2754 Elmwood Ave","","Kenmore","NY","14217","1610","ERIE" 
"Grace Seafood Corp",-73.855171,40.89756,"4363 White Plains Rd","","Bronx","NY","10466","1414","BRONX" 
"215 Fine Food Corp",-73.983032,40.677242,"215 4th Ave","","Brooklyn","NY","11215","1005","KINGS" 
"Fairway Kips Bay - Like No Other Market 1012",-73.977402,40.74218,"542 2nd Ave","","New York","NY","10016","6307","NEW YORK" 
"Mi Casa Bakery Corp",-73.904213,40.852039,"2031 Grand Concourse","","Bronx","NY","10453","4317","BRONX" 
"Brooklyn Health Pantry",-73.964813,40.622665,"1434 Coney Island Ave","","Brooklyn","NY","11230","4120","KINGS" 
"Dybowski Authentic Polish Market LLC",-77.599808,43.190247,"1325 Hudson Ave","","Rochester","NY","14621","2503","MONROE" 
"Neelam Inc - Harash Stop & Shop",-76.048119,42.102043,"109 Washington Ave","","Endicott","NY","13760","5306","BROOME" 
"Hollywood Deli Inc",-73.622917,40.689716,"503 S Franklin St","","Hempstead","NY","11550","7618","NASSAU" 
"Danilo's Deli Grocery Corp",-73.885132,40.662792,"731 Hegeman Ave","","Brooklyn","NY","11207","7340","KINGS" 
"Albas Market LLC",-77.63884,43.1982,"1687 Dewey Ave","","Rochester","NY","14615","2923","MONROE" 
"Bahamas Deli Corp",-73.959969,40.813679,"3137 Broadway","","New York","NY","10027","4601","NEW YORK" 
"N H Deli & Grocery Corp.",-73.857506,40.880268,"901 E 217th Street","","Bronx","NY","10469","1020","BRONX" 
"Ricky Deli Store I I  Inc.",-73.815056,40.75547,"14706 45th Ave","","Flushing","NY","11355","1708","QUEENS" 
"All Here Store",-77.583801,43.168362,"421 Central Park","","Rochester","NY","14605","2411","MONROE" 
"D & C Mini Market Corp",-73.765167,40.692078,"18707 Linden Blvd","","Saint Albans","NY","11412","4025","QUEENS" 
"Sherry's Market",-73.322922,40.698009,"89 Deer Park Ave","","Babylon","NY","11702","2801","SUFFOLK" 
"7 Eleven 36025H",-73.929512,40.644276,"1163 Utica Ave","Store 1","Brooklyn","NY","11203","5909","KINGS" 
"Park Candy & Grocery Inc.",-73.975822,40.693394,"297A Myrtle Ave","","Brooklyn","NY","11205","2952","KINGS" 
"Tops Supermarket 374",-76.439552,43.036015,"227 E Main St","","Elbridge","NY","13060","8706","ONONDAGA" 
"Tops Supermarket 594",-76.239716,43.460091,"3385 Main St","","Mexico","NY","13114","3090","OSWEGO" 
"Sitar Indian Grocery Inc",-73.954178,41.045521,"42 Orangetown Shopping Ctr","","Orangeburg","NY","10962","2143","ROCKLAND" 
"A & J Gourmet Deli Inc",-73.929832,40.705402,"95 Knickerbocker Ave","","Brooklyn","NY","11237","1615","KINGS" 
"Wz Real Life Inc.",-73.829788,40.757244,"13351 41st Rd","","Flushing","NY","11355","","QUEENS" 
"Five Boroughs Halal Wholesale Inc",-73.81974,40.676205,"11808 Rockaway Blvd","","South Ozone Park","NY","11420","2420","QUEENS" 
"Dollar General 13920",-73.360458,42.890316,"21428 State Route 22","","Hoosick Falls","NY","12090","3934","RENSSELAER" 
"CVS Pharmacy 10042",-73.953934,40.729267,"859 Manhattan Ave","","Brooklyn","NY","11222","2508","KINGS" 
"CVS Pharmacy 1938",-73.502754,40.781517,"419A S Oyster Bay Rd","","Plainview","NY","11803","3313","NASSAU" 
"7 Eleven 36442H",-74.007652,41.095512,"85 E Route 59","","Nanuet","NY","10954","2904","ROCKLAND" 
"Sunnyside Food Market",-73.917969,40.743263,"4625 Queens Blvd","","Sunnyside","NY","11104","1711","QUEENS" 
"Runway - Endicott",-76.059525,42.094967,"429 E Main St","","Endicott","NY","13760","4925","BROOME" 
"Halsey Grocery Corp",-73.92318,40.684975,"146 Ralph Ave","","Brooklyn","NY","11233","1210","KINGS" 
"STEWARTS SHOP 116",-74.245964,42.761028,"4032 State Highway 30","","Esperance","NY","12066","","MONTGOMERY" 
"El Nuevo Pueblo Inc",-74.010132,40.645241,"4921 5th Ave","","Brooklyn","NY","11220","1906","KINGS" 
"Preparate Corp/Associated Supermarket",-73.92392,40.678944,"1888 Fulton St","","Brooklyn","NY","11233","3025","KINGS" 
"Os Mini Market Inc",-73.615776,40.696255,"1 Long Beach Rd","","Hempstead","NY","11550","6919","NASSAU" 
"Nyack Broadway Convenience Store",-73.919174,41.087749,"76 S Broadway","","Nyack","NY","10960","3837","ROCKLAND" 
"7901 Lucky Market Corp",-73.886635,40.749527,"7901 37th Ave","","Jackson Heights","NY","11372","6747","QUEENS" 
"Noco Express 204",-78.620911,42.923847,"4221 Walden Ave","","Lancaster","NY","14086","9768","ERIE" 
"Royal Deli Grocery Corp I",-73.943016,40.714607,"780 Metropolitan Ave","","Brooklyn","NY","11211","","KINGS" 
"Duddys Corner",-73.994713,40.629169,"5714 14th Ave","","Brooklyn","NY","11219","4621","KINGS" 
"APlus 40140",-77.055786,42.660648,"139 Elm St","","Penn Yan","NY","14527","1411","YATES" 
"Al Kadi Market",-78.823708,42.843018,"2042 S Park Ave","","Buffalo","NY","14220","1839","ERIE" 
"1700 Broadway Management Ltd-7 Eleven (34757A) 34757A",-73.690025,40.647087,"1700 Broadway","","Hewlett","NY","11557","1601","NASSAU" 
"A And S Stores Corp 35676A",-73.695198,40.663956,"58 E Merrick Rd","","Valley Stream","NY","11580","5910","NASSAU" 
"7 Eleven  (35642A) 35642A",-73.986237,40.73296,"239A E 14th St","","New York","NY","10003","4104","NEW YORK" 
"Mike Family Deli Grocery Corp",-73.918663,40.818634,"635 Courtlandt Ave","","Bronx","NY","10451","5009","BRONX" 
"Midtown Fish & Meat Market Corp",-73.943977,40.799656,"87 E 116th St","","New York","NY","10029","1165","NEW YORK" 
"Clinton Express Deli Corp",-73.890121,40.844837,"732 E Tremont Ave","","Bronx","NY","10457","5102","BRONX" 
"King Convenience Grocery Corp",-73.902298,40.868721,"119 W  Kingsbridge Rd","","Bronx","NY","10468","3951","BRONX" 
"Homeland Food",-73.932205,40.683949,"307 Stuyvesant Ave","","Brooklyn","NY","11233","1022","KINGS" 
"Best Market of West Babylon, Inc. 8007",-73.341888,40.713875,"725 Sunrise Hwy","","West Babylon","NY","11704","6004","SUFFOLK" 
"Parkway Deli & Market Llc",-73.857216,40.907169,"165 Bronx River Rd","","Yonkers","NY","10704","3700","WESTCHESTER" 
"M & A Mart",-73.681213,42.753761,"34 5th Ave","","Troy","NY","12180","1115","RENSSELAER" 
"Ckm Deli Grocery Corp",-73.898277,40.662327,"510 Hinsdale St","","Brooklyn","NY","11207","6159","KINGS" 
"Oasis Mega Market",-73.960442,40.587547,"2828 Coney Island Ave","","Brooklyn","NY","11235","5045","KINGS" 
"255 E 95 St Food Corp",-73.921883,40.660202,"255 E 95th St","","Brooklyn","NY","11212","2136","KINGS" 
"Best Gourmet Deli Grocery Inc",-73.966782,40.799076,"896 Amsterdam Avenue","","New York","NY","10025","","NEW YORK" 
"1430 Food Corp I",-73.902374,40.645126,"1430A Rockaway Pkwy","","Brooklyn","NY","11236","2322","KINGS" 
"Aldi 71",-73.913834,41.613857,"1830 South Rd","","Wappingers Falls","NY","12590","","DUTCHESS" 
"Kinney Drugs 113 113",-76.111473,43.029148,"307 Nottingham Rd","","Syracuse","NY","13210","3453","ONONDAGA" 
"Duane Reade 14494",-73.982468,40.731617,"245 1st Ave","","New York","NY","10003","2991","NEW YORK" 
"Walgreens 12443",-73.739151,40.660637,"14360 243rd St","","Rosedale","NY","11422","2340","QUEENS" 
"Health Source Plus Pharmacy LLC",-73.834747,40.707081,"118-07 Metropolitan Avenue","Kew Gardens","Queens","NY","11415","","QUEENS" 
"Family Dollar Store 10194",-76.804138,42.084896,"100 W Chemung Pl","","Elmira","NY","14904","1304","CHEMUNG" 
"846 Grocery Corp",-73.925262,40.826862,"846 Gerard Ave","","Bronx","NY","10451","2209","BRONX" 
"952 Food Corp",-74.00444,40.654411,"952 4th Ave","","Brooklyn","NY","11232","2315","KINGS" 
"Brother's Italian Food World",-73.839134,40.655579,"16110 Crossbay Blvd","","Howard Beach","NY","11414","3441","QUEENS" 
"Peacock, Inc",-73.747787,42.657948,"795 Broadway","","Albany","NY","12207","","ALBANY" 
"La Barre's Convenience Store & Deli",-73.841988,44.891792,"5581 State Route 11","","Ellenburg Center","NY","12934","2903","CLINTON" 
"US Supermarket Inc",-73.880661,40.741554,"82-66 Broadway","","Elmhurst","NY","11373","","QUEENS" 
"Lincoln Live Poultry LLC",-73.870758,40.68959,"34 Lincoln Ave","","Brooklyn","NY","11208","1508","KINGS" 
"Family Dollar Store 10249",-75.633087,42.183132,"3605 State Route 79","","Harpursville","NY","13787","2240","BROOME" 
"Manuel's Fruits & Vegetables, Inc.",-73.942543,40.790421,"2060 2nd Ave","Frnt 1","New York","NY","10029","4733","NEW YORK" 
"K. L. Seafood Corp. 1",-73.996674,40.718666,"141 Mott St","","New York","NY","10013","5536","NEW YORK" 
"Famous Colfax Deli & Grocery",-73.743744,40.702793,"11401 Colfax St","","Cambria Heights","NY","11411","1019","QUEENS" 
"Back Street Deli Inc",-72.88858,40.835468,"132 Colin Dr","","Shirley","NY","11967","1589","SUFFOLK" 
"DeCicco Of Cornwall Llc",-74.037468,41.434608,"15 Quaker Ave","","Cornwall","NY","12518","2111","ORANGE" 
"Healthy Living Market And Cafe",-73.74144,43.10482,"3065 Route 50","","Saratoga Springs","NY","12866","","SARATOGA" 
"The Niagara Sausage Co",-78.998627,43.120174,"5611 Lockport Rd","","Niagara Falls","NY","14305","3529","NIAGARA" 
"GRISTEDE'S 512",-73.959015,40.763561,"1208 1st Ave","","New York","NY","10065","6803","NEW YORK" 
"Om Sai Foodmart Inc",-73.327835,40.876522,"246 Pulaski Rd","","East Northport","NY","11731","2441","SUFFOLK" 
"Bimbo Bakeries 8731",-79.280464,42.097206,"707 Fairmount Ave","","Jamestown","NY","14701","2623","CHAUTAUQUA" 
"Lama Trading IV Inc",-73.910179,40.775681,"31-28 Ditmars Blvd","","Astoria","NY","11105","","QUEENS" 
"D Town Deli & Grill Corp",-73.981392,40.688046,"26 Nevins St","","Brooklyn","NY","11217","1010","KINGS" 
"Apollo Deli & Fruit Corp",-73.950554,40.810951,"2350 Frederick Douglass Blvd","","New York","NY","10027","3635","NEW YORK" 
"Sunshine Pharmacy Of NY, Inc",-73.942596,40.664776,"411 Kingston Ave","","Brooklyn","NY","11225","","KINGS" 
"KDA Food Corp/Compare Food",-73.910393,40.837364,"306 E 170th St","","Bronx","NY","10456","1106","BRONX" 
"DOLLAR TREE 5097",-73.917763,40.668678,"1501 Pitkin Ave","","Brooklyn","NY","11212","4181","KINGS" 
"DOLLAR TREE 5118",-73.792206,40.704628,"16610 Archer Ave","","Jamaica","NY","11433","1146","QUEENS" 
"MPM Enterprises Houston Inc",-73.985886,40.722187,"240 E Houston St","Fl 1","New York","NY","10002","1000","NEW YORK" 
"DKA Food Corp/ShopFair",-73.956696,40.681366,"1125 Fulton St","","Brooklyn","NY","11238","2669","KINGS" 
"Chy Fish Inc",-73.777153,40.679607,"16602 Baisley Blvd","AKA:  Seafood Dept - Key Foods","Jamaica","NY","11434","2519","QUEENS" 
"Greek Food Emporium",-73.814064,40.789379,"12-52 150th St","","Whitestone","NY","11357","","QUEENS" 
"Star 8 Mini Market Corp",-73.92691,40.621334,"5002 Avenue M","","Brooklyn","NY","11234","3802","KINGS" 
"Stephanie's Mexican Bakery",-73.859764,40.752533,"3756 108th St","","Corona","NY","11368","2023","QUEENS" 
"Cespedes Grocery",-73.965012,41.198887,"64 Broadway","","Haverstraw","NY","10927","8802","ROCKLAND" 
"West Chazy Mini Mart",-73.50882,44.820553,"1 W Church St","","West Chazy","NY","12992","3200","CLINTON" 
"Alkharaf Deli & Grocery Inc",-74.079353,40.62429,"11 Tompkins Ave","","Staten Island","NY","10304","2620","RICHMOND" 
"Rite Aid 2674",-77.937309,43.219471,"73 N Main St","","Brockport","NY","14420","1648","MONROE" 
"Miracle Deli Corp.",-73.859573,40.712727,"6070 Woodhaven Blvd","","Rego Park","NY","11374","","QUEENS" 
"Dollar Tree 5144",-72.865486,40.779083,"413 William Floyd Pkwy","","Shirley","NY","11967","3434","SUFFOLK" 
"DOLLAR TREE 5172",-73.815804,40.692875,"131-09 101st Ave","101St Ave S","South Richmond Hill","NY","11419","","QUEENS" 
"Hj Fulton Trading Inc",-73.979485,40.688377,"635 Fulton St","","Brooklyn","NY","11217","1104","KINGS" 
"Victory Meat Center",-73.993393,40.602394,"8506 Bay Pkwy","","Brooklyn","NY","11214","4104","KINGS" 
"180 La Deli Grocery Corp",-73.918251,40.832767,"180 Mcclellan St","","Bronx","NY","10456","4804","BRONX" 
"MAR Fruit Market & Deli Inc",-73.898819,40.861546,"2445 Creston Ave","","Bronx","NY","10468","6763","BRONX" 
"J & D Farm Market Corp",-73.747887,40.727852,"21620 Hillside Ave","","Queens Village","NY","11427","1947","QUEENS" 
"Track Food Mart",-72.854149,40.76297,"310 Neighborhood Rd","","Mastic Beach","NY","11951","3507","SUFFOLK" 
"7 Eleven Store 29791C",-73.074142,40.766563,"5640 Sunrise Hwy","Ste 70","Sayville","NY","11782","1016","SUFFOLK" 
"7 Eleven Store 35516A",-73.997749,40.760616,"555 West 42nd St","","New York","NY","10036","","NEW YORK" 
